E055	E056	E059	E061	E057	E058	E028	E027	E104	E095	E105	E065	E085	E084	E109	E106	E079	E094	gene_id	gene_name
High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	High	High	Low	Low	ENSG00000058804	NDC1
High	High	High	High	High	Low	Low	High	High	High	High	Low	High	High	Low	High	High	High	ENSG00000059145	UNKL
High	Low	High	High	Low	High	High	Low	Low	Low	High	Low	High	High	High	High	High	Low	ENSG00000059588	TARBP1
High	High	High	High	High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	High	ENSG00000059691	GATB
High	High	High	High	High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000059758	CDK17
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	Low	ENSG00000059915	PSD
High	High	High	High	High	High	High	High	Low	High	High	Low	Low	Low	High	High	High	High	ENSG00000060069	CTDP1
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000060558	GNA15
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000060566	CREB3L3
High	High	High	High	High	High	High	Low	High	High	High	Low	High	Low	Low	Low	High	High	ENSG00000060656	PTPRU
High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	Low	Low	High	High	ENSG00000060749	QSER1
High	High	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000060982	BCAT1
Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000061337	LZTS1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	Low	Low	High	ENSG00000061918	GUCY1B3
High	High	High	High	Low	High	High	High	High	High	High	Low	High	High	Low	High	High	Low	ENSG00000061987	MON2
Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000062038	CDH3
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	High	High	Low	ENSG00000062282	DGAT2
High	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000062370	ZNF112
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	High	High	Low	High	ENSG00000062524	LTK
High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000063169	GLTSCR1
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000063438	AHRR
High	High	High	High	High	High	High	High	Low	High	High	Low	Low	Low	High	High	Low	High	ENSG00000063978	RNF4
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000064012	CASP8
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000064042	LIMCH1
Low	Low	Low	Low	High	High	Low	High	Low	Low	Low	High	Low	Low	High	Low	High	Low	ENSG00000064195	DLX3
High	High	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	High	ENSG00000064199	SPA17
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000064201	TSPAN32
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000064205	WISP2
Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000064225	ST3GAL6
Low	Low	High	Low	High	Low	High	High	High	High	High	Low	Low	High	High	High	High	Low	ENSG00000064300	NGFR
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000064313	TAF2
Low	High	Low	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000064651	SLC12A2
Low	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000064687	ABCA7
Low	Low	High	High	High	High	High	High	Low	High	Low	Low	High	Low	Low	Low	High	Low	ENSG00000064999	ANKS1A
Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000065328	MCM10
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	High	ENSG00000065457	ADAT1
Low	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000065485	PDIA5
High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000065491	TBC1D22B
High	High	Low	Low	Low	Low	High	High	High	Low	Low	High	Low	High	High	High	High	High	ENSG00000065534	MYLK
High	Low	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000065559	MAP2K4
Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000065600	TMEM206
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	Low	ENSG00000065618	COL17A1
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000065621	GSTO2
Low	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000065665	SEC61A2
Low	Low	Low	Low	High	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000065717	TLE2
Low	Low	Low	Low	High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000065833	ME1
High	High	High	High	High	High	Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	ENSG00000065882	TBC1D1
High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000065989	PDE4A
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	High	High	High	ENSG00000066056	TIE1
Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000066084	DIP2B
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000066230	SLC9A3
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000066279	ASPM
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000066336	SPI1
High	Low	Low	High	Low	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000066427	ATXN3
Low	Low	Low	Low	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	High	High	Low	ENSG00000066468	FGFR2
High	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	ENSG00000066557	LRRC40
Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000066651	TRMT11
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	High	High	High	ENSG00000066735	KIF26A
High	High	Low	High	High	High	High	High	Low	High	Low	High	High	High	High	High	Low	High	ENSG00000066777	ARFGEF1
Low	Low	High	High	High	High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000066855	MTFR1
High	High	Low	High	High	High	High	High	High	High	High	High	Low	Low	High	High	Low	High	ENSG00000067066	SP100
High	High	Low	Low	Low	Low	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000067113	PLPP1
Low	Low	High	High	Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000067141	NEO1
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000067606	PRKCZ
High	Low	High	High	Low	High	Low	Low	High	High	High	High	High	High	Low	Low	High	High	ENSG00000067646	ZFY
Low	Low	High	Low	Low	Low	Low	Low	High	Low	High	High	Low	High	High	High	High	Low	ENSG00000067840	PDZD4
Low	High	Low	Low	High	High	High	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000068078	FGFR3
Low	High	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000068383	INPP5A
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000068489	PRR11
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	Low	Low	Low	Low	ENSG00000068615	REEP1
High	High	High	High	High	High	High	Low	High	High	High	Low	High	High	High	Low	Low	Low	ENSG00000068650	ATP11A
High	High	Low	Low	High	High	High	High	Low	Low	Low	High	Low	Low	High	High	High	Low	ENSG00000068724	TTC7A
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000068831	RASGRP2
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000068976	PYGM
High	High	High	Low	High	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000069011	PITX1
Low	Low	Low	Low	Low	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000069020	MAST4
Low	Low	High	High	Low	Low	Low	Low	High	High	Low	Low	High	Low	Low	High	Low	Low	ENSG00000069424	KCNAB2
High	High	High	Low	High	High	High	High	Low	High	Low	Low	Low	High	High	High	Low	Low	ENSG00000069482	GAL
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	Low	Low	High	High	ENSG00000069535	MAOB
High	High	High	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	High	Low	High	Low	ENSG00000069702	TGFBR3
Low	Low	Low	Low	Low	Low	High	Low	High	Low	Low	Low	High	High	Low	Low	High	Low	ENSG00000069712	KIAA1107
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	High	High	Low	ENSG00000069812	HES2
High	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000069869	NEDD4
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000069943	PIGB
High	High	High	High	High	High	High	High	High	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000069966	GNB5
Low	Low	High	High	Low	Low	High	High	Low	Low	Low	High	Low	Low	Low	High	Low	High	ENSG00000069974	RAB27A
High	Low	Low	High	Low	High	Low	High	Low	High	Low	High	High	High	Low	Low	Low	Low	ENSG00000070018	LRP6
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000070019	GUCY2C
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	Low	Low	High	ENSG00000070031	SCT
Low	Low	Low	Low	High	High	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000070081	NUCB2
Low	Low	High	High	High	High	High	High	Low	High	Low	Low	High	High	High	High	High	High	ENSG00000070159	PTPN3
Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000070182	SPTB
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	ENSG00000070190	DAPP1
High	High	High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000070366	SMG6
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	ENSG00000070526	ST6GALNAC1
Low	Low	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000070731	ST6GALNAC2
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000070778	PTPN21
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000070785	EIF2B3
High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000070882	OSBPL3
High	High	Low	High	High	High	High	High	Low	High	Low	Low	High	High	High	High	Low	Low	ENSG00000070961	ATP2B1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000071073	MGAT4A
High	Low	Low	High	Low	High	High	High	Low	High	Low	Low	High	High	Low	Low	Low	Low	ENSG00000071189	SNX13
High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000071246	VASH1
Low	High	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000071282	LMCD1
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	ENSG00000071539	TRIP13
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000072041	SLC6A15
Low	Low	High	High	Low	Low	Low	High	High	High	High	High	Low	High	High	High	High	High	ENSG00000072163	LIMS2
High	High	Low	Low	High	High	High	High	High	High	High	High	Low	High	High	High	High	Low	ENSG00000072195	SPEG
Low	High	Low	High	High	High	High	High	Low	High	Low	High	High	High	High	High	Low	High	ENSG00000072415	MPP5
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	ENSG00000072422	RHOBTB1
High	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	High	Low	High	High	Low	Low	ENSG00000072571	HMMR
High	High	High	High	High	High	High	High	Low	High	High	Low	Low	Low	High	High	High	High	ENSG00000072609	CHFR
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000072682	P4HA2
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	Low	Low	High	High	High	Low	ENSG00000072694	FCGR2B
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	ENSG00000072786	STK10
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	ENSG00000072818	ACAP1
High	High	High	High	High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	High	Low	ENSG00000072840	EVC
High	High	High	High	High	High	High	High	Low	Low	Low	High	Low	High	Low	High	High	Low	ENSG00000072864	NDE1
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000072952	MRVI1
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000072954	TMEM38A
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000073060	SCARB1
Low	High	High	High	High	Low	High	High	Low	Low	Low	High	Low	Low	Low	Low	High	Low	ENSG00000073150	PANX2
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000073282	TP63
Low	Low	High	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000073350	LLGL2
Low	High	High	High	High	High	High	Low	Low	Low	High	Low	High	High	Low	High	Low	Low	ENSG00000073417	PDE8A
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000073670	ADAM11
High	High	Low	High	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000073711	PPP2R3A
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	High	Low	ENSG00000073737	DHRS9
High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000073792	IGF2BP2
Low	Low	High	High	Low	Low	High	Low	High	High	High	High	High	High	High	High	Low	Low	ENSG00000073849	ST6GAL1
High	High	High	High	Low	High	High	Low	Low	High	High	High	Low	Low	High	High	Low	High	ENSG00000073969	NSF
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000074054	CLASP1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000074276	CDHR2
High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000074370	ATP2A3
High	High	Low	High	High	High	High	High	Low	Low	Low	Low	High	Low	Low	High	High	High	ENSG00000074410	CA12
High	High	Low	Low	High	High	High	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000074416	MGLL
High	High	Low	Low	Low	Low	High	Low	High	High	High	High	High	Low	Low	Low	Low	High	ENSG00000074527	NTN4
Low	Low	Low	Low	High	High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000074590	NUAK1
High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	ENSG00000074621	SLC24A1
High	High	Low	High	High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	ENSG00000074657	ZNF532
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	High	High	High	ENSG00000074660	SCARF1
High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000074964	ARHGEF10L
Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	ENSG00000075073	TACR2
Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000075131	TIPIN
High	High	Low	Low	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000075151	EIF4G3
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	ENSG00000075188	NUP37
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000075218	GTSE1
High	Low	High	High	High	High	High	High	Low	High	High	High	High	High	Low	High	High	Low	ENSG00000075223	SEMA3C
Low	Low	High	High	High	Low	Low	Low	High	High	High	Low	High	High	High	High	High	Low	ENSG00000075240	GRAMD4
Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000075275	CELSR1
High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000075391	RASAL2
High	High	Low	Low	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000075420	FNDC3B
High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	Low	High	Low	Low	ENSG00000075539	FRYL
High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	Low	High	Low	Low	ENSG00000075568	TMEM131
High	Low	High	Low	Low	High	High	Low	Low	Low	Low	High	Low	Low	High	Low	Low	Low	ENSG00000075643	MOCOS
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	Low	Low	Low	ENSG00000075651	PLD1
High	High	High	High	High	High	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	Low	ENSG00000075702	WDR62
High	Low	Low	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	High	ENSG00000075711	DLG1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000075886	TUBA3D
Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000075945	KIFAP3
High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000076003	MCM6
High	High	High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	High	ENSG00000076067	RBMS2
Low	Low	Low	High	Low	Low	Low	Low	High	Low	Low	High	High	High	Low	Low	Low	Low	ENSG00000076258	FMO4
High	High	Low	High	Low	High	High	High	Low	High	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000076321	KLHL20
Low	Low	Low	High	Low	Low	Low	Low	High	High	High	High	Low	High	High	High	High	High	ENSG00000076344	RGS11
High	High	Low	Low	High	High	High	High	Low	High	Low	Low	Low	Low	High	High	High	Low	ENSG00000076356	PLXNA2
Low	Low	Low	Low	High	High	High	Low	High	Low	Low	High	High	High	High	High	Low	High	ENSG00000076554	TPD52
Low	Low	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000076555	ACACB
High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000076641	PAG1
High	High	Low	Low	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000076650	GPATCH1
Low	Low	High	Low	Low	High	Low	Low	High	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000076770	MBNL3
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000076826	CAMSAP3
Low	Low	High	High	Low	Low	Low	Low	High	Low	Low	Low	High	High	High	High	Low	High	ENSG00000076864	RAP1GAP
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000077009	NMRK2
High	High	High	High	High	Low	Low	High	High	High	High	High	Low	Low	High	High	Low	High	ENSG00000077044	DGKD
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	High	High	High	High	ENSG00000077157	PPP1R12B
Low	High	High	High	Low	Low	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000077585	GPR137B
High	High	High	High	High	High	High	High	Low	Low	Low	High	Low	Low	Low	High	High	High	ENSG00000077713	SLC25A43
High	Low	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	High	ENSG00000078070	MCCC1
Low	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	ENSG00000078081	LAMP3
High	Low	High	High	Low	Low	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000078098	FAP
Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000078124	ACER3
High	Low	Low	High	Low	High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000078142	PIK3C3
Low	High	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000078237	TIGAR
High	High	High	High	High	High	High	High	High	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000078246	TULP3
High	High	Low	Low	High	High	High	High	High	High	High	High	High	Low	High	High	High	Low	ENSG00000078269	SYNJ2
High	High	Low	High	High	High	Low	High	Low	Low	Low	Low	High	Low	Low	High	High	Low	ENSG00000078399	HOXA9
High	Low	Low	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000078403	MLLT10
High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000078687	TNRC6C
Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000078699	CBFA2T2
High	High	High	High	High	Low	Low	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000078967	UBE2D4
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000079112	CDH17
High	Low	Low	High	High	High	Low	High	High	High	High	Low	High	High	High	Low	High	High	ENSG00000079134	THOC1
High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	High	Low	High	Low	ENSG00000079150	FKBP7
Low	Low	Low	Low	High	High	Low	High	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000079215	SLC1A3
Low	High	High	High	Low	Low	High	High	High	Low	Low	High	High	High	High	High	High	High	ENSG00000079257	LXN
Low	High	Low	Low	High	High	High	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000079337	RAPGEF3
Low	Low	High	High	Low	Low	High	High	Low	Low	Low	High	High	High	High	High	High	Low	ENSG00000079385	CEACAM1
High	High	High	High	High	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000079387	SENP1
High	High	Low	Low	High	High	Low	Low	High	High	High	High	High	High	High	High	Low	High	ENSG00000079819	EPB41L2
Low	Low	High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	Low	High	ENSG00000080031	PTPRH
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000080200	CRYBG3
High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	High	High	Low	Low	ENSG00000080345	RIF1
Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	Low	High	Low	High	High	High	ENSG00000080546	SESN1
Low	High	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	Low	ENSG00000080573	COL5A3
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000080608	PUM3
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000080802	CNOT4
Low	Low	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000080823	MOK
